user_id,user_embedding
1616,"0.0,0.0,0.049766876,1.3322833,0.073345795,0.0,0.56856364,0.01075946"
1617,"0.0,0.011465356,0.029185604,0.34808093,0.055423032,0.0,0.8498853,0.028005606"
1618,"0.0,0.0,0.046129547,1.1904137,0.0701533,0.0,0.6066613,0.013951947"
1619,"0.0,0.0037366003,0.03998535,0.927636,0.06466007,0.0,0.6810466,0.019024989"
1620,"0.0,0.0,0.044928186,1.1399257,0.06878419,0.0,0.62287414,0.015321059"
1621,"0.0,0.009554166,0.032872427,0.6158721,0.058109187,0.0,0.7697682,0.025384884"
1622,"0.0,0.002912254,0.041394457,1.0032593,0.06576319,0.0,0.65843093,0.018342061"
1623,"0.0,0.0,0.052008506,1.421484,0.0755112,0.0,0.5433291,0.008594053"
1624,"0.0,0.011418139,0.029044941,0.3080244,0.05560404,0.0,0.8614943,0.027908092"
1625,"0.0,0.007878352,0.034972206,0.72607344,0.059942313,0.0,0.7387305,0.023300841"
1626,"0.0,0.01152537,0.03003168,0.45389894,0.055656668,0.0,0.8181034,0.02768215"
1627,"0.0,0.007723768,0.035235997,0.74419236,0.06005387,0.0,0.73295337,0.023379456"
1628,"0.0,0.0,0.05395628,1.4944369,0.07696463,0.0,0.5255922,0.0071406253"
1629,"0.0,0.0,0.04544795,1.1627226,0.069458105,0.0,0.61499095,0.014647146"
1630,"0.0,0.011313116,0.028832199,0.2386328,0.055897847,0.0,0.881973,0.027695347"
1631,"0.0,0.0,0.050813697,1.374596,0.07442988,0.0,0.5556892,0.00967538"
1632,"0.0,0.01077995,0.02711938,0.0,0.0592287,0.0,1.067406,0.02570126"
1633,"0.0,0.0073772185,0.035456397,0.73651206,0.060583685,0.0,0.73539346,0.022702418"
1634,"0.0,0.0,0.048179958,1.2729621,0.0721923,0.0,0.5830228,0.011912957"
1635,"0.0,0.0,0.05549198,1.5570529,0.07844892,0.0,0.5076277,0.005656341"
1636,"0.0,0.0113974055,0.02862935,0.197245,0.056153327,0.0,0.8936995,0.027492495"
1637,"0.0,0.0,0.0550841,1.5429931,0.0783228,0.0,0.5100944,0.005782457"
1638,"0.0,0.00703382,0.035885464,0.7524681,0.060956348,0.0,0.730701,0.022474827"
1639,"0.0,0.0,0.052524455,1.4404205,0.07577695,0.0,0.5392365,0.008328304"
1640,"0.0,0.011380131,0.028804895,0.23994732,0.055904046,0.0,0.88155127,0.027668042"
1641,"0.0,0.008712076,0.033921037,0.67611957,0.059076536,0.0,0.75261766,0.024263468"
1642,"0.0,0.0053703855,0.038176008,0.8511676,0.06312751,0.0,0.7020278,0.02046784"
1643,"0.0,0.0,0.06947608,2.105999,0.09123351,0.0,0.3569078,0.0"
1644,"0.0,0.011374348,0.030543894,0.50468165,0.055880368,0.0,0.8027902,0.0274018"
1645,"0.0,0.0,0.088738374,2.8573632,0.10862234,0.0,0.15269637,0.0"
1646,"0.0,0.011650219,0.02932046,0.3734835,0.05549299,0.0,0.8412282,0.028183611"
1647,"0.0,0.0019292636,0.042301953,1.0366967,0.066516675,0.0,0.65015423,0.017521497"
1648,"0.0,0.0039589982,0.039870586,0.93401754,0.06449431,0.0,0.67903733,0.019154128"
1649,"0.0,0.0075222054,0.035412654,0.73781335,0.060509924,0.0,0.7347764,0.02314509"
1650,"0.0,0.009139464,0.03338573,0.64006996,0.0586177,0.0,0.7628618,0.024974402"
1651,"0.0,0.004653083,0.03901147,0.9043338,0.06371978,0.0,0.68652546,0.020080704"
1652,"0.0,0.0070372084,0.036018673,0.7781175,0.060876373,0.0,0.72299236,0.022620283"
1653,"0.0,0.0028297184,0.041467413,1.0070206,0.06588234,0.0,0.6573334,0.018222913"
1654,"0.0,7.8935176e-05,0.044763073,1.1369773,0.06894973,0.0,0.6210794,0.015155523"
1655,"0.0,0.0,0.046710588,1.2121722,0.070574835,0.0,0.6015669,0.013530423"
1656,"0.0,0.0020149173,0.042357735,1.0419805,0.06666109,0.0,0.6475677,0.017444162"
1657,"0.0,0.007683286,0.03521975,0.72981244,0.060303707,0.0,0.73752815,0.022990994"
1658,"0.0,0.0072990716,0.035602957,0.73747504,0.060723197,0.0,0.73497355,0.022724036"
1659,"0.0,0.0,0.057017453,1.6188358,0.0800615,0.0,0.48933306,0.0040437505"
1660,"0.0,0.0065374086,0.036477916,0.7709987,0.06164998,0.0,0.7254831,0.021840518"
1661,"0.0,0.010913707,0.031211257,0.52739656,0.056667574,0.0,0.795149,0.026853314"
1662,"0.0,0.0046830704,0.038968395,0.9006214,0.06361505,0.0,0.68820035,0.020129303"
1663,"0.0,0.0,0.04461271,1.1298578,0.068672,0.0,0.6240883,0.015433251"
1664,"0.0,0.011353423,0.030490782,0.5074529,0.055760007,0.0,0.8020756,0.027555503"
1665,"0.0,0.0070040394,0.035947476,0.7399948,0.061153688,0.0,0.73435014,0.02223072"
1666,"0.0,0.008394018,0.034497783,0.71570474,0.059305184,0.0,0.7408395,0.024293272"
1667,"0.0,0.0029050028,0.04145528,1.0026453,0.06598454,0.0,0.65823656,0.017888442"
1668,"0.0,0.010842057,0.031175511,0.5307983,0.056469135,0.0,0.79516,0.026842125"
1669,"0.0,0.007277495,0.035662714,0.74358624,0.06070084,0.0,0.733334,0.022716958"
1670,"0.0,0.0,0.0570034,1.6185378,0.08012529,0.0,0.48911947,0.003979966"
1671,"0.0,0.0,0.04877771,1.2941823,0.0724988,0.0,0.5786884,0.011606459"
1672,"0.0,0.009520119,0.032902587,0.62219894,0.058051605,0.0,0.7680716,0.025331207"
1673,"0.0,0.0,0.06382123,1.8850836,0.08623193,0.0,0.41645628,0.0"
1674,"0.0,0.0030555353,0.04092613,0.98041075,0.065398775,0.0,0.6656289,0.018452639"
1675,"0.0,0.0023935856,0.041895323,1.0222329,0.066154115,0.0,0.6535257,0.017951138"
1676,"0.0,0.0,0.048428014,1.279871,0.07211469,0.0,0.58320636,0.01199056"
1677,"0.0,0.0,0.05379229,1.4908731,0.07699328,0.0,0.52536094,0.007111974"
1678,"0.0,0.01140963,0.030385612,0.49058062,0.055793542,0.0,0.80737555,0.027364312"
1679,"0.0,0.0,0.04836245,1.2773454,0.07208484,0.0,0.5835637,0.012020415"
1680,"0.0,0.0,0.06295332,1.8476831,0.085108355,0.0,0.42930585,0.0"
1681,"0.0,0.0,0.046969987,1.2217731,0.07075893,0.0,0.59901166,0.01334632"
1682,"0.0,0.002594837,0.0416212,1.0123129,0.06597022,0.0,0.65624213,0.018135032"
1683,"0.0,0.0,0.048021935,1.2640224,0.071782574,0.0,0.5873698,0.012322683"
1684,"0.0,0.0,0.049670316,1.327575,0.07317237,0.0,0.5704241,0.010932887"
1685,"0.0,0.004133203,0.039482303,0.9170961,0.06408163,0.0,0.6841332,0.01950049"
1686,"0.0,0.005472972,0.03794922,0.8484936,0.06278322,0.0,0.7033027,0.020795695"
1687,"0.0,0.0,0.04832177,1.2744699,0.07192912,0.0,0.585212,0.012176136"
1688,"0.0,0.0035251435,0.04019562,0.944463,0.06482229,0.0,0.67622936,0.018909749"
1689,"0.0,0.005155182,0.038425256,0.8779121,0.063126065,0.0,0.69454694,0.02054769"
1690,"0.0,0.005459369,0.03790351,0.84057784,0.06280988,0.0,0.7053341,0.02074977"
1691,"0.0,0.007881084,0.034861848,0.6996782,0.06003791,0.0,0.74615806,0.023320662"
1692,"0.0,0.0,0.0647923,1.9203343,0.086889446,0.0,0.40885377,0.0"
1693,"0.0,0.002569587,0.041801903,1.0198997,0.06616011,0.0,0.65381217,0.01794514"
1694,"0.0,0.0,0.046131812,1.1900989,0.07008908,0.0,0.6073526,0.014016176"
1695,"0.0,0.0064696684,0.036624417,0.8041092,0.06150291,0.0,0.71545535,0.022110052"
1696,"0.0,0.0,0.05048281,1.3608369,0.07400353,0.0,0.5608417,0.010101715"
1697,"0.0,0.0,0.06328688,1.862582,0.08562619,0.0,0.42388383,0.0"
1698,"0.0,0.0,0.053220175,1.4684882,0.07652265,0.0,0.5309085,0.0075826086"
1699,"0.0,0.0,0.07614255,2.3646288,0.09716485,0.0,0.28740498,0.0"
1700,"0.0,0.0,0.04814437,1.2661858,0.071698934,0.0,0.5881443,0.012406323"
1701,"0.0,0.00062757544,0.04389057,1.1017361,0.068069264,0.0,0.6315401,0.016035989"
1702,"0.0,0.0,0.06223624,1.822619,0.084661804,0.0,0.43419287,0.0"
1703,"0.0,0.0,0.049595065,1.3245887,0.07308561,0.0,0.5714228,0.0110196415"
1704,"0.0,0.0,0.044928156,1.1417474,0.068898395,0.0,0.6210496,0.015206858"
1705,"0.0,0.004434638,0.039132524,0.90186006,0.06385374,0.0,0.68783045,0.019918572"
1706,"0.0,0.0,0.0483693,1.2754189,0.07193497,0.0,0.58558804,0.012170287"
1707,"0.0,0.0,0.06071291,1.7618049,0.083312795,0.0,0.45086443,0.0007924661"
1708,"0.0,0.0051634256,0.038388096,0.8781685,0.06310859,0.0,0.69426155,0.020628616"
1709,"0.0,0.0021090852,0.04222631,1.0360389,0.066526555,0.0,0.6497122,0.017578699"
1710,"0.0,0.0,0.048893996,1.2990593,0.07263214,0.0,0.57730484,0.011473112"
1711,"0.0,0.011388088,0.030569857,0.4962322,0.056089092,0.0,0.8049232,0.027231641"
1712,"0.0,0.0031937324,0.04104229,0.9888082,0.06538629,0.0,0.66276777,0.018718962"
1713,"0.0,0.003359003,0.04067942,0.9744062,0.065197475,0.0,0.666789,0.018822338"
1714,"0.0,0.0033697318,0.04078734,0.9781404,0.06521986,0.0,0.6656006,0.018804826"
1715,"0.0,0.0015291842,0.042892896,1.0636635,0.067187,0.0,0.64176685,0.01691826"
1716,"0.0,0.0021096282,0.042262584,1.0379267,0.06656417,0.0,0.6489683,0.01754108"
1717,"0.0,0.0,0.04693753,1.2224286,0.07091783,0.0,0.5977074,0.013187418"
1718,"0.0,0.002079363,0.042222157,1.0355854,0.0664661,0.0,0.650091,0.017639149"
1719,"0.0,0.011384951,0.029970333,0.41890413,0.05583284,0.0,0.8283894,0.027560126"
1720,"0.0,0.0,0.045684423,1.171885,0.069655225,0.0,0.6124148,0.014450028"
1721,"0.0,0.011385372,0.02855185,0.11050984,0.05673104,0.0,0.9181502,0.027414994"
1722,"0.0,0.0,0.07372658,2.270137,0.09499112,0.0,0.31285456,0.0"
1723,"0.0,0.0,0.053487554,1.4787474,0.07675266,0.0,0.5280627,0.007352596"
1724,"0.0,0.0,0.04723697,1.2340271,0.07110682,0.0,0.59536755,0.01299843"
1725,"0.0,0.0040356833,0.039717324,0.934427,0.06419365,0.0,0.6787799,0.019813089"
1726,"0.0,0.011405919,0.02870941,0.18521705,0.05629896,0.0,0.89673704,0.027572557"
1727,"0.0,0.0,0.05200033,1.421283,0.075436644,0.0,0.54382396,0.008668609"
1728,"0.0,0.0018346133,0.04251474,1.0471828,0.066749394,0.0,0.6469911,0.01735586"
1729,"0.0,0.008093251,0.034719456,0.70701224,0.059766468,0.0,0.7435021,0.023838557"
1730,"0.0,0.007780149,0.03526681,0.7381033,0.06017918,0.0,0.7348846,0.023313625"
1731,"0.0,0.0070798285,0.035896067,0.76655674,0.060866453,0.0,0.72665083,0.022528747"
1732,"0.0,0.0,0.051486857,1.3996978,0.0748896,0.0,0.5504148,0.009215649"
1733,"0.0,0.0025500907,0.0417272,1.0158702,0.066033766,0.0,0.65568745,0.018057"
1734,"0.0,0.0,0.051532842,1.4037336,0.075096905,0.0,0.54812205,0.009008344"
1735,"0.0,0.010779502,0.031472284,0.5702203,0.05666656,0.0,0.7830712,0.026784472"
1736,"0.0,0.0026627956,0.041432895,0.9967812,0.065910034,0.0,0.66155434,0.01789409"
1737,"0.0,0.0,0.05719883,1.622705,0.07998495,0.0,0.49019822,0.004120311"
1738,"0.0,0.0,0.04618351,1.192611,0.07015686,0.0,0.60632133,0.013948393"
1739,"0.0,0.0,0.048062827,1.2676779,0.07198492,0.0,0.58483076,0.012120333"
1740,"0.0,0.0065706647,0.036518756,0.7690614,0.06176252,0.0,0.7262265,0.021628618"
1741,"0.0,0.0,0.06411803,1.8951145,0.08631806,0.0,0.415077,0.0"
1742,"0.0,0.001992628,0.04228018,1.0378793,0.06655346,0.0,0.6494602,0.01755179"
1743,"0.0,0.0,0.048808612,1.2959876,0.07254951,0.0,0.577935,0.01155575"
1744,"0.0,0.0,0.04574214,1.1747798,0.0697426,0.0,0.611347,0.014362659"
1745,"0.0,0.0,0.04910194,1.3068264,0.07280055,0.0,0.57516176,0.011304708"
1746,"0.0,0.0,0.090590335,2.9281635,0.11019063,0.0,0.1344502,0.0"
1747,"0.0,0.011331361,0.028341409,0.059473097,0.05691685,0.0,0.93340087,0.02720455"
1748,"0.0,0.007143223,0.035890616,0.7388606,0.061159745,0.0,0.7342059,0.022406189"
1749,"0.0,0.011211165,0.0281801,0.0,0.05727348,0.0,0.9547197,0.02704324"
1750,"0.0,0.0,0.049161106,1.3096828,0.07291562,0.0,0.5739365,0.01118963"
1751,"0.0,0.0058739586,0.037449583,0.84038913,0.062083323,0.0,0.70541227,0.021741834"
1752,"0.0,0.008430778,0.034296975,0.70649254,0.05926232,0.0,0.7434481,0.024220213"
1753,"0.0,0.0,0.054331653,1.5117857,0.07751609,0.0,0.5196512,0.006589167"
1754,"0.0,0.001971745,0.04218025,1.0323582,0.06633657,0.0,0.6519179,0.017768681"
1755,"0.0,0.0048265257,0.03917802,0.9166074,0.06380125,0.0,0.6819669,0.020304"
1756,"0.0,0.001972652,0.042268913,1.035282,0.06648647,0.0,0.6505075,0.01754576"
1757,"0.0,0.0,0.05753112,1.6367141,0.080326304,0.0,0.48577338,0.003778953"
1758,"0.0,0.0,0.05131896,1.3937359,0.0747809,0.0,0.55174357,0.009324359"
1759,"0.0,0.0,0.050966553,1.3801558,0.07442576,0.0,0.55535764,0.009679498"
1760,"0.0,0.0047453707,0.039067056,0.9095245,0.06364517,0.0,0.684751,0.020371437"
1761,"0.0,0.011404963,0.029051535,0.27899957,0.055787414,0.0,0.86978674,0.027913151"
1762,"0.0,0.001845601,0.04229918,1.0355108,0.06654787,0.0,0.6507928,0.017409466"
1763,"0.0,0.0104425205,0.031889077,0.5954194,0.05697704,0.0,0.77590656,0.026308103"
1764,"0.0,0.0,0.085313916,2.7236187,0.10550897,0.0,0.18957323,0.0"
1765,"0.0,0.0,0.065147415,1.9337167,0.08719065,0.0,0.40537256,0.0"
1766,"0.0,0.007948815,0.034797926,0.6648147,0.060242567,0.0,0.7558197,0.02332193"
1767,"0.0,0.0012198519,0.04298211,1.064013,0.06705509,0.0,0.6433005,0.017050162"
1768,"0.0,0.008533849,0.03408379,0.6681542,0.05915456,0.0,0.7554134,0.024192158"
1769,"0.0,0.0038942862,0.039893374,0.93810034,0.06444823,0.0,0.6775548,0.019336358"
1770,"0.0,0.005165754,0.038136147,0.8318043,0.06314527,0.0,0.70831144,0.020444054"
1771,"0.0,0.008926785,0.033585183,0.65110165,0.05864069,0.0,0.75990546,0.024800474"
1772,"0.0,0.009021279,0.033474464,0.6050048,0.058938395,0.0,0.77343637,0.024448644"
1773,"0.0,0.0,0.04855174,1.2843045,0.07221794,0.0,0.58188105,0.011887316"
1774,"0.0,0.0,0.046050042,1.1874995,0.07003796,0.0,0.60788894,0.014067293"
1775,"0.0,0.007475605,0.03539244,0.7464366,0.0603719,0.0,0.73249155,0.023073366"
1776,"0.0,0.0,0.047259465,1.2346873,0.07112896,0.0,0.5949608,0.0129762925"
1777,"0.0,0.0052878205,0.038481236,0.88604355,0.062910154,0.0,0.6922644,0.0211951"
1778,"0.0,0.0,0.053207606,1.4677918,0.07648793,0.0,0.5314828,0.0076173265"
1779,"0.0,0.00015883148,0.044356626,1.1192667,0.06840764,0.0,0.6272746,0.015697617"
1780,"0.0,0.011723897,0.030994669,0.5827047,0.05580207,0.0,0.7778014,0.02801489"
1781,"0.0,0.0034804726,0.04071235,0.97558,0.06528539,0.0,0.6655702,0.018725162"
1782,"0.0,0.0027847402,0.04134959,0.99733484,0.065751076,0.0,0.66097176,0.018143315"
1783,"0.0,0.0032403348,0.04086831,0.9827436,0.06527834,0.0,0.6642742,0.018826917"
1784,"0.0,0.0068689194,0.03667879,0.8165773,0.061407335,0.0,0.71065944,0.022686206"
1785,"0.0,0.0,0.045730796,1.1726799,0.06959841,0.0,0.6126124,0.014506848"
1786,"0.0,0.0,0.04853681,1.2844322,0.07228116,0.0,0.5814254,0.0118240975"
1787,"0.0,0.010753618,0.031365123,0.56721383,0.056492448,0.0,0.7842713,0.026842793"
1788,"0.0,0.005244106,0.038043957,0.84515524,0.06303637,0.0,0.7043181,0.020423334"
1789,"0.0,0.0,0.056123905,1.58292,0.07917088,0.0,0.49961868,0.004934378"
1790,"0.0,0.0,0.056640387,1.6025047,0.07956159,0.0,0.49466828,0.004543662"
1791,"0.0,0.007397891,0.0353743,0.7278354,0.060482718,0.0,0.737789,0.02302152"
1792,"0.0,0.0,0.054569677,1.5208616,0.07766879,0.0,0.5172632,0.006436467"
1793,"0.0,0.00046313833,0.044035163,1.1063375,0.068082504,0.0,0.630972,0.016022751"
1794,"0.0,0.011010214,0.027830563,0.0,0.058061913,0.0,0.99882156,0.02658404"
1795,"0.0,0.005041072,0.038540836,0.88314897,0.063211516,0.0,0.6930288,0.02048986"
1796,"0.0,0.0,0.04790411,1.2608874,0.07179497,0.0,0.58706295,0.012310285"
1797,"0.0,0.0,0.0467681,1.2144957,0.07062287,0.0,0.6007525,0.013482382"
1798,"0.0,0.008287543,0.034333803,0.6628908,0.059642166,0.0,0.7565722,0.023802333"
1799,"0.0,0.010887222,0.031174213,0.52617174,0.056579195,0.0,0.79606634,0.026757244"
1800,"0.0,0.0,0.052506153,1.4397376,0.07578681,0.0,0.53959495,0.008318447"
1801,"0.0,0.0016556708,0.042701915,1.0551014,0.067018785,0.0,0.6441333,0.017086469"
1802,"0.0,0.0,0.04877366,1.292805,0.07238508,0.0,0.57990396,0.011720173"
1803,"0.0,0.0,0.04807055,1.2654037,0.07178762,0.0,0.5871169,0.012317637"
1804,"0.0,0.007410761,0.03554078,0.75254726,0.060471773,0.0,0.73050284,0.02309205"
1805,"0.0,0.0,0.04466844,1.1323607,0.06874088,0.0,0.62337303,0.015364369"
1806,"0.0,0.0,0.061547685,1.7944018,0.083968684,0.0,0.44260177,0.000136571"
1807,"0.0,0.0,0.054395497,1.5149384,0.07758373,0.0,0.5184337,0.006521523"
1808,"0.0,0.0055740457,0.037786268,0.8474654,0.06261879,0.0,0.70340854,0.020988865"
1809,"0.0,0.0032467088,0.040955216,0.98673123,0.06545437,0.0,0.66291046,0.018632846"
1810,"0.0,0.0,0.04875367,1.294343,0.07260321,0.0,0.5778497,0.011502041"
1811,"0.0,0.000558286,0.044266656,1.1163598,0.0684567,0.0,0.6270406,0.015603496"
1812,"0.0,0.0,0.04747139,1.243043,0.07134877,0.0,0.59249735,0.012756487"
1813,"0.0,0.0,0.046473794,1.2030222,0.07039062,0.0,0.60375154,0.013714632"
1814,"0.0,0.0,0.045256108,1.1567994,0.069420904,0.0,0.6154772,0.0146843465"
1815,"0.0,0.0,0.04559789,1.168695,0.06957263,0.0,0.6133577,0.014532623"
1816,"0.0,0.0,0.05123574,1.3917847,0.074802846,0.0,0.5514468,0.009302413"
1817,"0.0,0.0016927002,0.042736802,1.0557675,0.06695368,0.0,0.6443634,0.01715157"
1818,"0.0,0.009677254,0.032742288,0.60707784,0.05805373,0.0,0.7722579,0.025480265"
1819,"0.0,0.0048644184,0.038573872,0.85970235,0.06350554,0.0,0.700434,0.020056024"
1820,"0.0,0.0,0.047947757,1.2584482,0.071537286,0.0,0.590111,0.012567962"
1821,"0.0,0.00046099816,0.04390776,1.0997982,0.06787335,0.0,0.63364697,0.016231906"
1822,"0.0,0.008299378,0.034401733,0.6802701,0.05964176,0.0,0.7513694,0.023849279"
1823,"0.0,0.0016425783,0.042824157,1.0591285,0.06705025,0.0,0.6433483,0.017055005"
1824,"0.0,0.007152444,0.035903856,0.76806915,0.060867094,0.0,0.72597307,0.02263348"
1825,"0.0,0.0064613954,0.0369281,0.8215674,0.061655782,0.0,0.7098898,0.022181107"
1826,"0.0,0.0020625526,0.04219194,1.0308298,0.066574365,0.0,0.6515131,0.017312614"
1827,"0.0,0.0018910477,0.042413488,1.043364,0.06668576,0.0,0.6476903,0.017419491"
1828,"0.0,0.008354679,0.0344823,0.7168744,0.059309017,0.0,0.7405783,0.024214216"
1829,"0.0,0.008709101,0.03397286,0.65856135,0.059115574,0.0,0.7575606,0.024395755"
1830,"0.0,0.007876213,0.035091445,0.7283021,0.060132477,0.0,0.7372533,0.023413427"
1831,"0.0,0.002118648,0.042103797,1.0309954,0.066368595,0.0,0.65132844,0.017736658"
1832,"0.0,0.009168122,0.03339356,0.64371717,0.0585264,0.0,0.76191306,0.024892226"
1833,"0.0,0.009887585,0.032448445,0.56079,0.05788675,0.0,0.78595614,0.02565718"
1834,"0.0,0.0,0.050621357,1.3667394,0.074172586,0.0,0.55910146,0.009932671"
1835,"0.0,0.0,0.07157667,2.1848526,0.09294099,0.0,0.33719367,0.0"
1836,"0.0,0.0,0.054682206,1.525401,0.07777132,0.0,0.5158671,0.0063339286"
1837,"0.0,0.0060230074,0.037256926,0.8199178,0.062076546,0.0,0.71143574,0.021566564"
1838,"0.0,0.007294514,0.03564312,0.7432194,0.060738143,0.0,0.7332951,0.022727473"
1839,"0.0,0.0,0.053623207,1.4840505,0.076823205,0.0,0.52730536,0.0072820485"
1840,"0.0,0.0047748256,0.039102323,0.91017306,0.063723005,0.0,0.6845046,0.020222798"
1841,"0.0,0.011469077,0.02980772,0.4279346,0.05560762,0.0,0.82580507,0.027735017"
1842,"0.0,0.0,0.057686057,1.6429083,0.08048338,0.0,0.4839816,0.0036218744"
1843,"0.0,0.0020308923,0.042329986,1.0405964,0.066628724,0.0,0.6480621,0.017476529"
1844,"0.0,0.0060111,0.03759463,0.85016286,0.06240204,0.0,0.70091105,0.021499667"
1845,"0.0,0.0043032644,0.039674632,0.93458354,0.06422876,0.0,0.67752624,0.019810043"
1846,"0.0,0.0,0.045751162,1.1757805,0.069806054,0.0,0.6107092,0.014299193"
1847,"0.0,0.006302495,0.036898505,0.8161137,0.061655123,0.0,0.7121444,0.021993354"
1848,"0.0,0.008505998,0.034311544,0.6824569,0.059401114,0.0,0.7507333,0.02409734"
1849,"0.0,0.009278327,0.03336054,0.6456968,0.058494586,0.0,0.76146185,0.024888176"
1850,"0.0,0.0,0.058253035,1.6663897,0.08105746,0.0,0.47710878,0.0030478034"
1851,"0.0,0.011444127,0.029047912,0.28271645,0.055836864,0.0,0.86822426,0.027911061"
1852,"0.0,0.005245762,0.03830099,0.86836386,0.063050084,0.0,0.69744045,0.020649627"
1853,"0.0,0.0,0.047395483,1.2404714,0.07131775,0.0,0.5928319,0.012787504"
1854,"0.0,0.011580066,0.029687613,0.45057845,0.055183966,0.0,0.8202312,0.027927749"
1855,"0.0,0.0070745675,0.03597761,0.7614452,0.061007902,0.0,0.72760737,0.022631532"
1856,"0.0,0.0,0.07302579,2.243469,0.09446894,0.0,0.3194795,0.0"
1857,"0.0,0.0002630381,0.04429877,1.1148224,0.06853388,0.0,0.62802005,0.015365733"
1858,"0.0,0.00047051907,0.04407375,1.1095289,0.06828371,0.0,0.6292581,0.015821546"
1859,"0.0,0.0115280505,0.02986913,0.4256388,0.05579325,0.0,0.8259395,0.027646847"
1860,"0.0,0.008916557,0.033577666,0.6274012,0.059000254,0.0,0.76686025,0.024180919"
1861,"0.0,0.0050804964,0.038465675,0.8551715,0.063448764,0.0,0.7010996,0.020141248"
1862,"0.0,0.0,0.045523126,1.1669725,0.069645695,0.0,0.6128402,0.014459557"
1863,"0.0,0.0,0.046414416,1.2000372,0.07024474,0.0,0.60516727,0.013860518"
1864,"0.0,0.0,0.046511047,1.2044054,0.07038233,0.0,0.6035383,0.013722931"
1865,"0.0,0.0037423605,0.040000107,0.9394797,0.0646193,0.0,0.67756987,0.019124664"
1866,"0.0,0.0,0.054469813,1.5165133,0.07751906,0.0,0.5186894,0.0065861996"
1867,"0.0,0.0055141756,0.03796694,0.8563985,0.062848195,0.0,0.70035034,0.020675384"
1868,"0.0,0.011401568,0.02981562,0.3601124,0.05618835,0.0,0.8453165,0.027308038"
1869,"0.0,0.0,0.045571268,1.1670381,0.069546424,0.0,0.6136554,0.0145588275"
1870,"0.0,0.0,0.04512179,1.1513348,0.06930169,0.0,0.6169639,0.014779913"
1871,"0.0,0.011397783,0.030341359,0.48446083,0.05589335,0.0,0.80882657,0.027278787"
1872,"0.0,0.0072515598,0.035700724,0.743476,0.060892772,0.0,0.7329837,0.022662792"
1873,"0.0,0.011749279,0.031453013,0.60731757,0.056260414,0.0,0.7690261,0.027844833"
1874,"0.0,0.011347753,0.030378172,0.48129964,0.055915177,0.0,0.8095022,0.027361909"
1875,"0.0,0.0012459187,0.043193176,1.0754533,0.067486234,0.0,0.63841474,0.016619015"
1876,"0.0,0.0,0.049618132,1.3264761,0.07315141,0.0,0.5703218,0.010953842"
1877,"0.0,0.0,0.04593183,1.180203,0.06982114,0.0,0.6107005,0.01428411"
1878,"0.0,0.0,0.045813207,1.1790068,0.06991857,0.0,0.60921735,0.014186682"
1879,"0.0,0.0,0.0512361,1.3900928,0.074681036,0.0,0.55309767,0.009424221"
1880,"0.0,0.0032233903,0.04093972,0.98419845,0.06538839,0.0,0.663797,0.018632255"
1881,"0.0,0.0,0.048064552,1.2665582,0.07188111,0.0,0.58631885,0.012224147"
1882,"0.0,0.0,0.05261626,1.4454217,0.07599299,0.0,0.53722256,0.008112267"
1883,"0.0,0.011526646,0.029641207,0.42712197,0.055510297,0.0,0.8271566,0.027339963"
1884,"0.0,0.0,0.04634384,1.1965607,0.07014936,0.0,0.6064724,0.013955894"
1885,"0.0,0.0019281497,0.04226088,1.0289598,0.06670582,0.0,0.652477,0.016944917"
1886,"0.0,0.0020713992,0.04235106,1.041173,0.06667328,0.0,0.6478733,0.017421417"
1887,"0.0,0.010825783,0.031205589,0.49842742,0.05688471,0.0,0.8043017,0.026495788"
1888,"0.0,0.002230579,0.042144287,1.0331144,0.066555634,0.0,0.649891,0.017503198"
1889,"0.0,0.01151871,0.031040784,0.57986563,0.055848185,0.0,0.7792965,0.027754698"
1890,"0.0,0.009900783,0.032419547,0.5655899,0.05790833,0.0,0.7847093,0.025465233"
1891,"0.0,0.0027354276,0.04161483,1.013054,0.0660537,0.0,0.65536165,0.018051552"
1892,"0.0,0.0,0.045330882,1.1556695,0.069197126,0.0,0.61812216,0.014908129"
1893,"0.0,0.0033387076,0.0405013,0.9601873,0.06504293,0.0,0.6715922,0.018659629"
1894,"0.0,0.0,0.04857883,1.2869246,0.072372206,0.0,0.5804729,0.011733048"
1895,"0.0,0.010093529,0.032342743,0.59250516,0.05748549,0.0,0.7768023,0.02596391"
1896,"0.0,0.0,0.04830748,1.276681,0.07216017,0.0,0.58294386,0.011945082"
1897,"0.0,0.005090355,0.038438488,0.8719741,0.06336163,0.0,0.69623333,0.020071423"
1898,"0.0,0.007070616,0.035839997,0.74340224,0.06094444,0.0,0.73319566,0.022659395"
1899,"0.0,0.0,0.046418905,1.2016642,0.07046698,0.0,0.6035476,0.013638271"
1900,"0.0,0.004956563,0.038541514,0.8490134,0.06366983,0.0,0.7027482,0.019904371"
1901,"0.0,0.0,0.056707848,1.6060323,0.07975328,0.0,0.493053,0.0043519735"
1902,"0.0,0.0,0.05151947,1.3994074,0.07479329,0.0,0.55150926,0.009311968"
1903,"0.0,0.000977248,0.043466285,1.0850137,0.06770613,0.0,0.63609374,0.016369"
1904,"0.0,0.006248496,0.037191976,0.83132505,0.06199459,0.0,0.7070011,0.021793455"
1905,"0.0,0.0042952555,0.039502624,0.9252384,0.06402537,0.0,0.6810053,0.019951731"
