movie_id,movie_embedding
931,"0.0,0.0,0.0,0.9556286,0.0,0.0,0.636679,0.0"
932,"0.0,0.0,0.0,1.04114,0.0,0.0,0.8538147,0.0"
933,"0.0,0.0,0.0,1.0816816,0.0,0.0,0.9606192,0.0"
934,"0.0,0.0,0.0,0.84397364,0.0,0.0,0.37668496,0.0"
935,"0.0,0.0,0.0,0.72090274,0.0,0.0,0.18717934,0.0"
936,"0.0,0.0,0.0,0.97107875,0.0,0.0,0.69432306,0.0"
937,"0.0,0.0,0.0,0.81544673,0.0,0.0,0.30790013,0.0"
938,"0.0,0.0,0.0,0.8903925,0.0,0.0,0.4550001,0.0"
939,"0.0,0.0,0.0,0.89099413,0.0,0.0,0.4679116,0.0"
940,"0.0,0.0,0.0,1.1003785,0.0,0.0,1.0197843,0.0"
941,"0.0,0.0,0.0,0.8877698,0.0,0.0,0.47706753,0.0"
942,"0.0,0.0,0.0,1.1306572,0.0,0.0,1.0633515,0.0"
943,"0.0,0.0,0.0,0.99268156,0.0,0.0,0.6995711,0.0"
944,"0.0,0.0,0.0,0.94251895,0.0,0.0,0.5777098,0.0"
945,"0.0,0.0,0.0,1.011405,0.0,0.0,0.7878369,0.0"
946,"0.0,0.0,0.0,0.9994191,0.0,0.0,0.712278,0.0"
947,"0.0,0.0,0.0,0.9550594,0.0,0.0,0.6500356,0.0"
948,"0.0,0.0,0.0,0.9061384,0.0,0.0,0.48872086,0.0"
949,"0.0,0.0,0.0,0.97924745,0.0,0.0,0.6689889,0.0"
950,"0.0,0.0,0.0,1.094445,0.0,0.0,0.9574025,0.0"
951,"0.0,0.0,0.0,1.0476298,0.0,0.0,0.88276154,0.0"
952,"0.0,0.0,0.0,0.85589606,0.0,0.0,0.4046602,0.0"
953,"0.0,0.0,0.0,1.3828804,0.0,0.0,1.6638898,0.0"
954,"0.0,0.0,0.0,1.1341983,0.0,0.0,1.0500388,0.0"
955,"0.0,0.0,0.0,1.0917072,0.0,0.0,0.99412715,0.0"
956,"0.0,0.0,0.0,0.8363514,0.0,0.0,0.38963702,0.0"
957,"0.0,0.0,0.0,0.8324322,0.0,0.0,0.38543636,0.0"
958,"0.0,0.0,0.0,0.8154961,0.0,0.0,0.30738935,0.0"
959,"0.0,0.0,0.0,0.7870468,0.0,0.0,0.31984922,0.0"
960,"0.0,0.0,0.0,0.71429276,0.0,0.0,0.23710059,0.0"
961,"0.0,0.0,0.0,0.8175351,0.0,0.0,0.36608025,0.0"
962,"0.0,0.0,0.0,0.8443214,0.0,0.0,0.39069748,0.0"
963,"0.0,0.0,0.0,0.9165039,0.0,0.0,0.5168357,0.0"
964,"0.0,0.0,0.0,0.94785494,0.0,0.0,0.5746908,0.0"
965,"0.0,0.0,0.0,1.0169698,0.0,0.0,0.78829265,0.0"
966,"0.0,0.0,0.0,0.8445564,0.0,0.0,0.39430758,0.0"
967,"0.0,0.0,0.0,0.74263555,0.0,0.0,0.28829664,0.0"
968,"0.0,0.0,0.0,1.0262076,0.0,0.0,0.8589601,0.0"
969,"0.0,0.0,0.0,1.1575574,0.0,0.0,1.1727155,0.0"
970,"0.0,0.0,0.0,0.7004077,0.0,0.0,0.21440157,0.0"
971,"0.0,0.0,0.0,1.056813,0.0,0.0,0.85640943,0.0"
972,"0.0,0.0,0.0,0.79968107,0.0,0.0,0.34382156,0.0"
973,"0.0,0.0,0.0,0.9074938,0.0,0.0,0.49297148,0.0"
974,"0.0,0.0,0.0,0.91824776,0.0,0.0,0.51853067,0.0"
975,"0.0,0.0,0.0,0.7545471,0.0,0.0,0.22501843,0.0"
976,"0.0,0.0,0.0,0.9135133,0.0,0.0,0.52350694,0.0"
977,"0.0,0.0,0.0,0.84911525,0.0,0.0,0.39369047,0.0"
978,"0.0,0.0,0.0,0.9691927,0.0,0.0,0.6416752,0.0"
979,"0.0,0.0,0.0,0.8296961,0.0,0.0,0.37872875,0.0"
980,"0.0,0.0,0.0,0.70780593,0.0,0.0,0.1588834,0.0"
981,"0.0,0.0,0.0,0.8602843,0.0,0.0,0.4161599,0.0"
982,"0.0,0.0,0.0,0.93944204,0.0,0.0,0.56858826,0.0"
983,"0.0,0.0,0.0,0.8227939,0.0,0.0,0.33727744,0.0"
984,"0.0,0.0,0.0,0.8275267,0.0,0.0,0.3753132,0.0"
985,"0.0,0.0,0.0,0.942145,0.0,0.0,0.5862645,0.0"
986,"0.0,0.0,0.0,0.9242017,0.0,0.0,0.5700709,0.0"
987,"0.0,0.0,0.0,0.6794117,0.0,0.0,0.18029012,0.0"
988,"0.0,0.0,0.0,0.8755655,0.0,0.0,0.44273162,0.0"
989,"0.0,0.0,0.0,0.8169482,0.0,0.0,0.36190405,0.0"
990,"0.0,0.0,0.0,0.6606164,0.0,0.0,0.104949296,0.0"
991,"0.0,0.0,0.0,0.94549805,0.0,0.0,0.58266324,0.0"
992,"0.0,0.0,0.0,0.82954985,0.0,0.0,0.3422509,0.0"
993,"0.0,0.0,0.0,0.81208086,0.0,0.0,0.34535232,0.0"
994,"0.0,0.0,0.0,1.2524285,0.0,0.0,1.3440903,0.0"
996,"0.0,0.0,0.0,0.6887749,0.0,0.0,0.20056571,0.0"
997,"0.0,0.0,0.0,0.7753545,0.0,0.0,0.3096563,0.0"
998,"0.0,0.0,0.0,0.85270727,0.0,0.0,0.40979788,0.0"
999,"0.0,0.0,0.0,0.85794777,0.0,0.0,0.39542893,0.0"
1000,"0.0,0.0,0.0,0.5146726,0.0,0.0,0.0,0.0"
1001,"0.0,0.0,0.0,0.76041013,0.0,0.0,0.2312322,0.0"
1002,"0.0,0.0,0.0,0.8380508,0.0,0.0,0.3608811,0.0"
1003,"0.0,0.0,0.0,0.6443866,0.0,0.0,0.14937559,0.0"
1004,"0.0,0.0,0.0,0.25700724,0.0,0.0,0.0,0.0"
1005,"0.0,0.0,0.0,0.3921161,0.0,0.0,0.0,0.0"
1006,"0.0,0.0,0.0,0.56128347,0.0,0.0,0.05777994,0.0"
1007,"0.0,0.0,0.0,0.8149826,0.0,0.0,0.30643255,0.0"
1008,"0.0,0.0,0.0,0.90558434,0.0,0.0,0.49875203,0.0"
1009,"0.0,0.0,0.0,0.72805804,0.0,0.0,0.19468145,0.0"
1010,"0.0,0.0,0.0,0.84618026,0.0,0.0,0.38213813,0.0"
1011,"0.0,0.0,0.0,0.46477705,0.0,0.0,0.0,0.0"
1012,"0.0,0.0,0.0,0.98244536,0.0,0.0,0.6764383,0.0"
1013,"0.0,0.0,0.0,0.962361,0.0,0.0,0.6254808,0.0"
1014,"0.0,0.0,0.0,0.88816977,0.0,0.0,0.45536518,0.0"
1015,"0.0,0.0,0.0,0.84450746,0.0,0.0,0.37410864,0.0"
1016,"0.0,0.0,0.0,0.7149882,0.0,0.0,0.16762339,0.0"
1017,"0.0,0.0,0.0,0.85409606,0.0,0.0,0.3921825,0.0"
1018,"0.0,0.0,0.0,0.68959653,0.0,0.0,0.13684046,0.0"
1019,"0.0,0.0,0.0,0.96644783,0.0,0.0,0.6763392,0.0"
1020,"0.0,0.0,0.0,0.8257233,0.0,0.0,0.33085993,0.0"
1021,"0.0,0.0,0.0,0.7219313,0.0,0.0,0.18412618,0.0"
1022,"0.0,0.0,0.0,1.0585682,0.0,0.0,0.88765424,0.0"
1023,"0.0,0.0,0.0,1.0554978,0.0,0.0,0.8799562,0.0"
1024,"0.0,0.0,0.0,0.81687474,0.0,0.0,0.32340658,0.0"
1025,"0.0,0.0,0.0,0.8105897,0.0,0.0,0.3160525,0.0"
1026,"0.0,0.0,0.0,0.9110322,0.0,0.0,0.49979797,0.0"
1027,"0.0,0.0,0.0,0.85678315,0.0,0.0,0.40322438,0.0"
1028,"0.0,0.0,0.0,1.0122875,0.0,0.0,0.7949126,0.0"
1029,"0.0,0.0,0.0,0.8740797,0.0,0.0,0.4344768,0.0"
1030,"0.0,0.0,0.0,0.70158416,0.0,0.0,0.15818445,0.0"
1031,"0.0,0.0,0.0,0.8495867,0.0,0.0,0.3794181,0.0"
1032,"0.0,0.0,0.0,1.0123526,0.0,0.0,0.76755744,0.0"
1033,"0.0,0.0,0.0,0.87989247,0.0,0.0,0.4502634,0.0"
1034,"0.0,0.0,0.0,0.84299016,0.0,0.0,0.37150478,0.0"
1035,"0.0,0.0,0.0,1.2211651,0.0,0.0,1.2747803,0.0"
1036,"0.0,0.0,0.0,1.1034473,0.0,0.0,1.0359114,0.0"
1037,"0.0,0.0,0.0,0.58259284,0.0,0.0,0.0,0.0"
1038,"0.0,0.0,0.0,0.83613884,0.0,0.0,0.38418353,0.0"
1039,"0.0,0.0,0.0,0.9639925,0.0,0.0,0.6229625,0.0"
1040,"0.0,0.0,0.0,0.8288735,0.0,0.0,0.37754783,0.0"
1041,"0.0,0.0,0.0,1.006197,0.0,0.0,0.7355499,0.0"
1042,"0.0,0.0,0.0,0.9078909,0.0,0.0,0.5316597,0.0"
1043,"0.0,0.0,0.0,0.5729451,0.0,0.0,0.074963346,0.0"
1044,"0.0,0.0,0.0,0.6787513,0.0,0.0,0.20270903,0.0"
1045,"0.0,0.0,0.0,0.8241725,0.0,0.0,0.36700416,0.0"
1046,"0.0,0.0,0.0,1.1286693,0.0,0.0,1.0372802,0.0"
1047,"0.0,0.0,0.0,0.87281203,0.0,0.0,0.4616903,0.0"
1049,"0.0,0.0,0.0,0.78932387,0.0,0.0,0.25441286,0.0"
1050,"0.0,0.0,0.0,1.0797739,0.0,0.0,0.9197436,0.0"
1051,"0.0,0.0,0.0,0.9469368,0.0,0.0,0.58837223,0.0"
1052,"0.0,0.0,0.0,0.854163,0.0,0.0,0.41094792,0.0"
1053,"0.0,0.0,0.0,0.68186086,0.0,0.0,0.20117311,0.0"
1054,"0.0,0.0,0.0,0.49619395,0.0,0.0,0.0,0.0"
1055,"0.0,0.0,0.0,0.8365186,0.0,0.0,0.3483498,0.0"
1056,"0.0,0.0,0.0,0.888771,0.0,0.0,0.45697922,0.0"
1057,"0.0,0.0,0.0,0.885657,0.0,0.0,0.48310205,0.0"
1058,"0.0,0.0,0.0,0.63702947,0.0,0.0,0.15011762,0.0"
1059,"0.0,0.0,0.0,0.6972122,0.0,0.0,0.21264625,0.0"
1060,"0.0,0.0,0.0,1.0746301,0.0,0.0,0.89872694,0.0"
1061,"0.0,0.0,0.0,0.9779061,0.0,0.0,0.66337824,0.0"
1062,"0.0,0.0,0.0,0.8554241,0.0,0.0,0.41059124,0.0"
1063,"0.0,0.0,0.0,0.7663951,0.0,0.0,0.29348835,0.0"
1064,"0.0,0.0,0.0,0.5615753,0.0,0.0,0.0,0.0"
1065,"0.0,0.0,0.0,0.850738,0.0,0.0,0.39342397,0.0"
1066,"0.0,0.0,0.0,1.0525323,0.0,0.0,0.8945976,0.0"
1067,"0.0,0.0,0.0,0.8567914,0.0,0.0,0.4080951,0.0"
1068,"0.0,0.0,0.0,0.64481914,0.0,0.0,0.13439211,0.0"
1069,"0.0,0.0,0.0,0.95508516,0.0,0.0,0.6403576,0.0"
1070,"0.0,0.0,0.0,0.7630175,0.0,0.0,0.25061122,0.0"
1071,"0.0,0.0,0.0,0.8234703,0.0,0.0,0.33404866,0.0"
1073,"0.0,0.0,0.0,1.0439256,0.0,0.0,0.87625396,0.0"
1075,"0.0,0.0,0.0,0.77569306,0.0,0.0,0.2522349,0.0"
1076,"0.0,0.0,0.0,0.8407172,0.0,0.0,0.35565457,0.0"
1077,"0.0,0.0,0.0,1.0004932,0.0,0.0,0.7671578,0.0"
1078,"0.0,0.0,0.0,1.0476847,0.0,0.0,0.8867702,0.0"
1079,"0.0,0.0,0.0,1.0716003,0.0,0.0,0.9344346,0.0"
1080,"0.0,0.0,0.0,1.1675242,0.0,0.0,1.1763281,0.0"
1081,"0.0,0.0,0.0,0.93712664,0.0,0.0,0.60374826,0.0"
1082,"0.0,0.0,0.0,0.9374628,0.0,0.0,0.5607259,0.0"
1083,"0.0,0.0,0.0,0.8269514,0.0,0.0,0.3333185,0.0"
1084,"0.0,0.0,0.0,1.1941552,0.0,0.0,1.199766,0.0"
1085,"0.0,0.0,0.0,0.89472187,0.0,0.0,0.4721996,0.0"
1086,"0.0,0.0,0.0,1.1012063,0.0,0.0,1.0061828,0.0"
1087,"0.0,0.0,0.0,0.9546615,0.0,0.0,0.6106982,0.0"
1088,"0.0,0.0,0.0,0.85115445,0.0,0.0,0.3782098,0.0"
1089,"0.0,0.0,0.0,1.2494495,0.0,0.0,1.3666313,0.0"
1090,"0.0,0.0,0.0,1.141289,0.0,0.0,1.0684632,0.0"
1091,"0.0,0.0,0.0,0.46936104,0.0,0.0,0.0,0.0"
1092,"0.0,0.0,0.0,0.873592,0.0,0.0,0.43331578,0.0"
1093,"0.0,0.0,0.0,0.89895046,0.0,0.0,0.4738456,0.0"
1094,"0.0,0.0,0.0,1.0096419,0.0,0.0,0.7458183,0.0"
1095,"0.0,0.0,0.0,1.0141711,0.0,0.0,0.75365406,0.0"
1096,"0.0,0.0,0.0,1.1037223,0.0,0.0,0.9760495,0.0"
1097,"0.0,0.0,0.0,1.0946038,0.0,0.0,0.9461459,0.0"
1098,"0.0,0.0,0.0,0.6670563,0.0,0.0,0.120915085,0.0"
1099,"0.0,0.0,0.0,1.0186327,0.0,0.0,0.7636879,0.0"
1100,"0.0,0.0,0.0,0.5388782,0.0,0.0,0.0,0.0"
1101,"0.0,0.0,0.0,0.9430939,0.0,0.0,0.63394916,0.0"
1102,"0.0,0.0,0.0,0.57890546,0.0,0.0,0.0042370893,0.0"
1103,"0.0,0.0,0.0,1.1047391,0.0,0.0,0.97645456,0.0"
1104,"0.0,0.0,0.0,1.1466566,0.0,0.0,1.0853077,0.0"
1105,"0.0,0.0,0.0,0.1582399,0.0,0.0,0.0,0.0"
1106,"0.0,0.0,0.0,0.9210539,0.0,0.0,0.5551265,0.0"
1107,"0.0,0.0,0.0,0.7908708,0.0,0.0,0.2692221,0.0"
1108,"0.0,0.0,0.0,0.95013344,0.0,0.0,0.5988081,0.0"
1109,"0.0,0.0,0.0,0.84671783,0.0,0.0,0.3993689,0.0"
1110,"0.0,0.0,0.0,0.7070659,0.0,0.0,0.15374957,0.0"
1111,"0.0,0.0,0.0,1.1738796,0.0,0.0,1.0988466,0.0"
1112,"0.0,0.0,0.0,0.8840401,0.0,0.0,0.45516816,0.0"
1113,"0.0,0.0,0.0,0.82612664,0.0,0.0,0.33008844,0.0"
1114,"0.0,0.0,0.0,0.7336851,0.0,0.0,0.2489103,0.0"
1115,"0.0,0.0,0.0,0.85571504,0.0,0.0,0.412776,0.0"
1116,"0.0,0.0,0.0,0.7711608,0.0,0.0,0.3022071,0.0"
1117,"0.0,0.0,0.0,0.9515996,0.0,0.0,0.5946894,0.0"
1118,"0.0,0.0,0.0,0.7834505,0.0,0.0,0.277927,0.0"
1119,"0.0,0.0,0.0,0.9326136,0.0,0.0,0.5522795,0.0"
1120,"0.0,0.0,0.0,0.94512594,0.0,0.0,0.5806048,0.0"
1121,"0.0,0.0,0.0,0.8646412,0.0,0.0,0.41573948,0.0"
1122,"0.0,0.0,0.0,0.930467,0.0,0.0,0.5653928,0.0"
1123,"0.0,0.0,0.0,1.0087519,0.0,0.0,0.69473046,0.0"
1124,"0.0,0.0,0.0,0.95790625,0.0,0.0,0.61725456,0.0"
1125,"0.0,0.0,0.0,0.95868725,0.0,0.0,0.66077924,0.0"
1126,"0.0,0.0,0.0,0.49662617,0.0,0.0,0.0,0.0"
1127,"0.0,0.0,0.0,0.94360185,0.0,0.0,0.63297075,0.0"
1128,"0.0,0.0,0.0,0.7305228,0.0,0.0,0.14891739,0.0"
1129,"0.0,0.0,0.0,0.87673414,0.0,0.0,0.4742865,0.0"
1130,"0.0,0.0,0.0,0.6921246,0.0,0.0,0.09226069,0.0"
1131,"0.0,0.0,0.0,1.0911703,0.0,0.0,0.9362761,0.0"
1132,"0.0,0.0,0.0,1.0648084,0.0,0.0,0.8791557,0.0"
1133,"0.0,0.0,0.0,0.8496,0.0,0.0,0.40388587,0.0"
1134,"0.0,0.0,0.0,0.86854213,0.0,0.0,0.43604705,0.0"
1135,"0.0,0.0,0.0,0.7820991,0.0,0.0,0.25223544,0.0"
1136,"0.0,0.0,0.0,1.3060873,0.0,0.0,1.5152647,0.0"
1137,"0.0,0.0,0.0,0.7843652,0.0,0.0,0.27666998,0.0"
1138,"0.0,0.0,0.0,0.8498902,0.0,0.0,0.4685437,0.0"
1139,"0.0,0.0,0.0,0.819413,0.0,0.0,0.36807123,0.0"
1140,"0.0,0.0,0.0,0.829649,0.0,0.0,0.3819416,0.0"
1141,"0.0,0.0,0.0,0.8255229,0.0,0.0,0.36977285,0.0"
1142,"0.0,0.0,0.0,0.81280005,0.0,0.0,0.35616073,0.0"
1143,"0.0,0.0,0.0,0.7946508,0.0,0.0,0.2769088,0.0"
1144,"0.0,0.0,0.0,1.0094534,0.0,0.0,0.6959882,0.0"
1145,"0.0,0.0,0.0,0.89583844,0.0,0.0,0.5293553,0.0"
1146,"0.0,0.0,0.0,0.86959857,0.0,0.0,0.42514524,0.0"
1147,"0.0,0.0,0.0,1.1908865,0.0,0.0,1.1428071,0.0"
1148,"0.0,0.0,0.0,1.3337412,0.0,0.0,1.5881774,0.0"
1149,"0.0,0.0,0.0,0.8187215,0.0,0.0,0.36968923,0.0"
1150,"0.0,0.0,0.0,1.0607941,0.0,0.0,0.86626315,0.0"
1151,"0.0,0.0,0.0,0.83278376,0.0,0.0,0.3438643,0.0"
1152,"0.0,0.0,0.0,0.85785836,0.0,0.0,0.40017438,0.0"
1153,"0.0,0.0,0.0,0.8126579,0.0,0.0,0.34212917,0.0"
1154,"0.0,0.0,0.0,0.90840536,0.0,0.0,0.5016274,0.0"
1155,"0.0,0.0,0.0,0.78510773,0.0,0.0,0.33002174,0.0"
1156,"0.0,0.0,0.0,0.8372115,0.0,0.0,0.3813994,0.0"
1157,"0.0,0.0,0.0,0.8483679,0.0,0.0,0.39492762,0.0"
1158,"0.0,0.0,0.0,0.7682282,0.0,0.0,0.24268015,0.0"
1159,"0.0,0.0,0.0,0.774549,0.0,0.0,0.2711862,0.0"
1160,"0.0,0.0,0.0,0.7272086,0.0,0.0,0.1837332,0.0"
1161,"0.0,0.0,0.0,0.9850566,0.0,0.0,0.67829174,0.0"
1162,"0.0,0.0,0.0,0.9414373,0.0,0.0,0.6162577,0.0"
1163,"0.0,0.0,0.0,0.7139342,0.0,0.0,0.23544455,0.0"
1164,"0.0,0.0,0.0,0.7878837,0.0,0.0,0.3220308,0.0"
1165,"0.0,0.0,0.0,0.8470285,0.0,0.0,0.3993491,0.0"
1166,"0.0,0.0,0.0,0.71865195,0.0,0.0,0.18611312,0.0"
1167,"0.0,0.0,0.0,0.78803706,0.0,0.0,0.26765868,0.0"
1168,"0.0,0.0,0.0,0.6368589,0.0,0.0,0.035511788,0.0"
1169,"0.0,0.0,0.0,0.89864284,0.0,0.0,0.5284961,0.0"
1170,"0.0,0.0,0.0,0.72828984,0.0,0.0,0.18177772,0.0"
1171,"0.0,0.0,0.0,1.0079303,0.0,0.0,0.7786626,0.0"
1172,"0.0,0.0,0.0,1.269572,0.0,0.0,1.3884776,0.0"
1173,"0.0,0.0,0.0,0.8876199,0.0,0.0,0.45964116,0.0"
1174,"0.0,0.0,0.0,0.74579906,0.0,0.0,0.21428438,0.0"
1175,"0.0,0.0,0.0,1.084972,0.0,0.0,0.9711344,0.0"
1176,"0.0,0.0,0.0,1.0176686,0.0,0.0,0.7670665,0.0"
1177,"0.0,0.0,0.0,1.1522207,0.0,0.0,1.0986054,0.0"
1178,"0.0,0.0,0.0,1.1695243,0.0,0.0,1.1399726,0.0"
1179,"0.0,0.0,0.0,0.98004425,0.0,0.0,0.67363185,0.0"
1180,"0.0,0.0,0.0,0.64319634,0.0,0.0,0.09481649,0.0"
1181,"0.0,0.0,0.0,0.6044138,0.0,0.0,0.025486227,0.0"
1183,"0.0,0.0,0.0,1.0007172,0.0,0.0,0.7193874,0.0"
1184,"0.0,0.0,0.0,0.9341551,0.0,0.0,0.60101783,0.0"
1185,"0.0,0.0,0.0,1.1135945,0.0,0.0,0.9976339,0.0"
1186,"0.0,0.0,0.0,0.99334645,0.0,0.0,0.7006396,0.0"
1187,"0.0,0.0,0.0,0.90081155,0.0,0.0,0.48222947,0.0"
1188,"0.0,0.0,0.0,1.1076584,0.0,0.0,1.0316049,0.0"
1189,"0.0,0.0,0.0,1.2934397,0.0,0.0,1.39866,0.0"
1190,"0.0,0.0,0.0,0.92877567,0.0,0.0,0.5429496,0.0"
1191,"0.0,0.0,0.0,0.68241686,0.0,0.0,0.2649794,0.0"
1192,"0.0,0.0,0.0,0.94783944,0.0,0.0,0.5971534,0.0"
1193,"0.0,0.0,0.0,1.3341346,0.0,0.0,1.5457082,0.0"
1194,"0.0,0.0,0.0,0.9280057,0.0,0.0,0.583568,0.0"
1196,"0.0,0.0,0.0,1.3096198,0.0,0.0,1.4857045,0.0"
1197,"0.0,0.0,0.0,1.2943759,0.0,0.0,1.4917688,0.0"
1198,"0.0,0.0,0.0,1.4052868,0.0,0.0,1.7743347,0.0"
1199,"0.0,0.0,0.0,1.1032349,0.0,0.0,0.9964775,0.0"
1200,"0.0,0.0,0.0,1.2059723,0.0,0.0,1.2825831,0.0"
1201,"0.0,0.0,0.0,1.0720475,0.0,0.0,0.9554952,0.0"
1202,"0.0,0.0,0.0,0.9315216,0.0,0.0,0.59135836,0.0"
1203,"0.0,0.0,0.0,1.1678543,0.0,0.0,1.1312573,0.0"
1204,"0.0,0.0,0.0,1.6018876,0.0,0.0,2.2418354,0.0"
1205,"0.0,0.0,0.0,0.82941103,0.0,0.0,0.34709176,0.0"
1206,"0.0,0.0,0.0,1.2992492,0.0,0.0,1.4781016,0.0"
1207,"0.0,0.0,0.0,1.239852,0.0,0.0,1.3108414,0.0"
1208,"0.0,0.0,0.0,1.2368989,0.0,0.0,1.3051898,0.0"
1209,"0.0,0.0,0.0,1.1258909,0.0,0.0,1.0158901,0.0"
1210,"0.0,0.0,0.0,1.0945371,0.0,0.0,1.0046402,0.0"
1211,"0.0,0.0,0.0,0.88234866,0.0,0.0,0.4427408,0.0"
1212,"0.0,0.0,0.0,1.4180579,0.0,0.0,1.7829971,0.0"
1213,"0.0,0.0,0.0,1.2708272,0.0,0.0,1.382915,0.0"
1214,"0.0,0.0,0.0,1.2221041,0.0,0.0,1.3171234,0.0"
1215,"0.0,0.0,0.0,0.99486446,0.0,0.0,0.7522606,0.0"
1216,"0.0,0.0,0.0,0.9339313,0.0,0.0,0.5810059,0.0"
1217,"0.0,0.0,0.0,1.1562281,0.0,0.0,1.1066545,0.0"
1218,"0.0,0.0,0.0,1.0789136,0.0,0.0,0.97124594,0.0"
1219,"0.0,0.0,0.0,1.2140195,0.0,0.0,1.2760822,0.0"
1220,"0.0,0.0,0.0,1.0629401,0.0,0.0,0.9149424,0.0"
1221,"0.0,0.0,0.0,1.3778949,0.0,0.0,1.6496288,0.0"
1222,"0.0,0.0,0.0,1.1158836,0.0,0.0,1.000518,0.0"
1223,"0.0,0.0,0.0,1.145295,0.0,0.0,1.1247566,0.0"
1224,"0.0,0.0,0.0,1.1245185,0.0,0.0,1.025094,0.0"
1225,"0.0,0.0,0.0,1.2404532,0.0,0.0,1.3169079,0.0"
1226,"0.0,0.0,0.0,0.9287361,0.0,0.0,0.5838581,0.0"
1227,"0.0,0.0,0.0,0.99719447,0.0,0.0,0.7125318,0.0"
1228,"0.0,0.0,0.0,1.2111999,0.0,0.0,1.2433062,0.0"
1230,"0.0,0.0,0.0,1.1630092,0.0,0.0,1.1636522,0.0"
1231,"0.0,0.0,0.0,1.0496097,0.0,0.0,0.8393615,0.0"
1232,"0.0,0.0,0.0,0.9164971,0.0,0.0,0.5341105,0.0"
1233,"0.0,0.0,0.0,1.2882233,0.0,0.0,1.4319031,0.0"
1234,"0.0,0.0,0.0,1.1963139,0.0,0.0,1.2504033,0.0"
1235,"0.0,0.0,0.0,1.1925662,0.0,0.0,1.2409767,0.0"
1236,"0.0,0.0,0.0,1.0308597,0.0,0.0,0.79440016,0.0"
1237,"0.0,0.0,0.0,1.1573547,0.0,0.0,1.1070327,0.0"
1238,"0.0,0.0,0.0,1.0021561,0.0,0.0,0.7665698,0.0"
1240,"0.0,0.0,0.0,1.1767514,0.0,0.0,1.2107077,0.0"
1241,"0.0,0.0,0.0,0.62990344,0.0,0.0,0.07371573,0.0"
1242,"0.0,0.0,0.0,1.1755693,0.0,0.0,1.1566697,0.0"
1243,"0.0,0.0,0.0,1.1008759,0.0,0.0,0.96565354,0.0"
1244,"0.0,0.0,0.0,1.0979939,0.0,0.0,0.95634055,0.0"
1245,"0.0,0.0,0.0,1.0581609,0.0,0.0,0.8726845,0.0"
1246,"0.0,0.0,0.0,1.0792699,0.0,0.0,0.91881007,0.0"
1247,"0.0,0.0,0.0,1.2191043,0.0,0.0,1.2581373,0.0"
1248,"0.0,0.0,0.0,1.110357,0.0,0.0,1.024453,0.0"
1249,"0.0,0.0,0.0,1.0747638,0.0,0.0,0.92953944,0.0"
1250,"0.0,0.0,0.0,1.3750532,0.0,0.0,1.6464754,0.0"
1251,"0.0,0.0,0.0,1.0451503,0.0,0.0,0.8342774,0.0"
1252,"0.0,0.0,0.0,1.2401651,0.0,0.0,1.3443092,0.0"
1253,"0.0,0.0,0.0,1.1903389,0.0,0.0,1.1915601,0.0"
1254,"0.0,0.0,0.0,1.1874821,0.0,0.0,1.2198063,0.0"
1255,"0.0,0.0,0.0,0.81441385,0.0,0.0,0.30641243,0.0"
1256,"0.0,0.0,0.0,1.3090432,0.0,0.0,1.530058,0.0"
1257,"0.0,0.0,0.0,1.1078144,0.0,0.0,1.0302602,0.0"
1258,"0.0,0.0,0.0,1.1737908,0.0,0.0,1.2316761,0.0"
1259,"0.0,0.0,0.0,1.1622205,0.0,0.0,1.1176023,0.0"
1260,"0.0,0.0,0.0,1.1175292,0.0,0.0,1.0420907,0.0"
1261,"0.0,0.0,0.0,1.0036579,0.0,0.0,0.7718141,0.0"
1262,"0.0,0.0,0.0,1.1915085,0.0,0.0,1.2268536,0.0"
1263,"0.0,0.0,0.0,1.0605356,0.0,0.0,0.8667423,0.0"
1264,"0.0,0.0,0.0,1.0780166,0.0,0.0,0.91116494,0.0"
1265,"0.0,0.0,0.0,1.1072463,0.0,0.0,1.0251929,0.0"
1266,"0.0,0.0,0.0,1.23155,0.0,0.0,1.2786952,0.0"
1267,"0.0,0.0,0.0,1.2391143,0.0,0.0,1.340593,0.0"
1268,"0.0,0.0,0.0,0.8940272,0.0,0.0,0.46376738,0.0"
1269,"0.0,0.0,0.0,1.1520925,0.0,0.0,1.1365675,0.0"
1270,"0.0,0.0,0.0,1.0984387,0.0,0.0,0.9970916,0.0"
1271,"0.0,0.0,0.0,1.0561569,0.0,0.0,0.8572387,0.0"
1272,"0.0,0.0,0.0,1.234685,0.0,0.0,1.2987292,0.0"
1273,"0.0,0.0,0.0,0.983135,0.0,0.0,0.6713516,0.0"
1274,"0.0,0.0,0.0,1.0580499,0.0,0.0,0.89719963,0.0"
1275,"0.0,0.0,0.0,1.0521146,0.0,0.0,0.9027728,0.0"
1276,"0.0,0.0,0.0,1.2197895,0.0,0.0,1.259941,0.0"
1277,"0.0,0.0,0.0,1.0671577,0.0,0.0,0.88838124,0.0"
1278,"0.0,0.0,0.0,1.3272979,0.0,0.0,1.5704125,0.0"
1279,"0.0,0.0,0.0,0.9466678,0.0,0.0,0.59123176,0.0"
1280,"0.0,0.0,0.0,1.2068672,0.0,0.0,1.2345262,0.0"
1281,"0.0,0.0,0.0,0.98157215,0.0,0.0,0.7181148,0.0"
1282,"0.0,0.0,0.0,1.1482005,0.0,0.0,1.107216,0.0"
